,term,term_d,rate
2012-10-11,0d,0.0,1.6422
2012-10-11,1m,0.08,2.1957
2012-10-11,2m,0.17,2.5959
2012-10-11,3m,0.25,2.6936
2012-10-11,6m,0.5,2.69
2012-10-11,9m,0.75,2.6919
2012-10-11,1y,1.0,2.762
2012-10-11,2y,2.0,2.9419
2012-10-11,3y,3.0,3.0779
2012-10-11,4y,4.0,3.1758
2012-10-11,5y,5.0,3.2068
2012-10-11,6y,6.0,3.3359
2012-10-11,7y,7.0,3.4314
2012-10-11,8y,8.0,3.4412
2012-10-11,9y,9.0,3.4651
2012-10-11,10y,10.0,3.4989999999999997
2012-10-11,15y,15.0,3.82
2012-10-11,20y,20.0,4.0852
2012-10-11,30y,30.0,4.2139
2012-10-11,40y,40.0,4.2709
2012-10-11,50y,50.0,4.3219
