,term,term_d,rate
2012-06-25,0d,0.0,2.5954
2012-06-25,1m,0.08,2.2735
2012-06-25,2m,0.17,2.0803
2012-06-25,3m,0.25,2.0808
2012-06-25,6m,0.5,2.1356
2012-06-25,9m,0.75,2.3297
2012-06-25,1y,1.0,2.3666
2012-06-25,2y,2.0,2.4212
2012-06-25,3y,3.0,2.6384
2012-06-25,4y,4.0,2.7565
2012-06-25,5y,5.0,2.9961
2012-06-25,6y,6.0,3.1357
2012-06-25,7y,7.0,3.1902
2012-06-25,8y,8.0,3.3601
2012-06-25,9y,9.0,3.3666
2012-06-25,10y,10.0,3.3677
2012-06-25,15y,15.0,3.6632
2012-06-25,20y,20.0,3.9386
2012-06-25,30y,30.0,4.1
2012-06-25,40y,40.0,4.162
2012-06-25,50y,50.0,4.2397
