,term,term_d,rate
2013-05-02,0d,0.0,1.6464
2013-05-02,1m,0.08,2.608
2013-05-02,2m,0.17,2.6415
2013-05-02,3m,0.25,2.6134
2013-05-02,6m,0.5,2.7333
2013-05-02,9m,0.75,2.7475
2013-05-02,1y,1.0,2.7768
2013-05-02,2y,2.0,2.9523
2013-05-02,3y,3.0,2.9801
2013-05-02,4y,4.0,3.1166
2013-05-02,5y,5.0,3.1471
2013-05-02,6y,6.0,3.3206
2013-05-02,7y,7.0,3.3302
2013-05-02,8y,8.0,3.3889
2013-05-02,9y,9.0,3.4067
2013-05-02,10y,10.0,3.4119
2013-05-02,15y,15.0,3.7618
2013-05-02,20y,20.0,4.0183
2013-05-02,30y,30.0,4.1698
2013-05-02,40y,40.0,4.2484
2013-05-02,50y,50.0,4.3278
