,term,term_d,rate
2011-03-23,0d,0.0,1.3718
2011-03-23,1m,0.08,2.0109
2011-03-23,2m,0.17,2.4891
2011-03-23,3m,0.25,2.6076
2011-03-23,6m,0.5,2.6897
2011-03-23,9m,0.75,2.7533
2011-03-23,1y,1.0,2.85
2011-03-23,2y,2.0,3.1619
2011-03-23,3y,3.0,3.2373
2011-03-23,4y,4.0,3.4043
2011-03-23,5y,5.0,3.528
2011-03-23,6y,6.0,3.6896
2011-03-23,7y,7.0,3.7088
2011-03-23,8y,8.0,3.7996
2011-03-23,9y,9.0,3.8579
2011-03-23,10y,10.0,3.9037
2011-03-23,15y,15.0,4.0745
2011-03-23,20y,20.0,4.1909
2011-03-23,30y,30.0,4.3026
2011-03-23,40y,40.0,4.3727
2011-03-23,50y,50.0,4.4384
