,term,term_d,rate
2013-10-08,0d,0.0,2.2116
2013-10-08,1m,0.08,3.8208
2013-10-08,2m,0.17,3.7673
2013-10-08,3m,0.25,3.5477
2013-10-08,6m,0.5,3.4009
2013-10-08,9m,0.75,3.4429
2013-10-08,1y,1.0,3.5451
2013-10-08,2y,2.0,3.748
2013-10-08,3y,3.0,3.7928
2013-10-08,4y,4.0,3.8297
2013-10-08,5y,5.0,3.88
2013-10-08,6y,6.0,3.9961
2013-10-08,7y,7.0,3.9867
2013-10-08,8y,8.0,4.0125
2013-10-08,9y,9.0,4.0185
2013-10-08,10y,10.0,3.9903
2013-10-08,15y,15.0,4.2617
2013-10-08,20y,20.0,4.4755
2013-10-08,30y,30.0,4.6949
2013-10-08,40y,40.0,4.7279
2013-10-08,50y,50.0,4.7428
