,term,term_d,rate
2014-09-04,0d,0.0,2.3417
2014-09-04,1m,0.08,3.2361
2014-09-04,2m,0.17,3.497
2014-09-04,3m,0.25,3.5322
2014-09-04,6m,0.5,3.7519
2014-09-04,9m,0.75,3.7537
2014-09-04,1y,1.0,3.8022
2014-09-04,2y,2.0,3.9049
2014-09-04,3y,3.0,3.9664
2014-09-04,4y,4.0,3.972
2014-09-04,5y,5.0,3.9825
2014-09-04,6y,6.0,4.0708
2014-09-04,7y,7.0,4.1875
2014-09-04,8y,8.0,4.231
2014-09-04,9y,9.0,4.2506
2014-09-04,10y,10.0,4.2814
2014-09-04,15y,15.0,4.4657
2014-09-04,20y,20.0,4.6542
2014-09-04,30y,30.0,4.8056
2014-09-04,40y,40.0,4.8867
2014-09-04,50y,50.0,4.9309
