,term,term_d,rate
2015-07-01,0d,0.0,0.9564
2015-07-01,1m,0.08,1.9996
2015-07-01,2m,0.17,1.9029
2015-07-01,3m,0.25,1.9684
2015-07-01,6m,0.5,1.8573
2015-07-01,9m,0.75,1.7329
2015-07-01,1y,1.0,1.7378
2015-07-01,2y,2.0,2.3517
2015-07-01,3y,3.0,2.8917
2015-07-01,4y,4.0,3.0974
2015-07-01,5y,5.0,3.1678
2015-07-01,6y,6.0,3.3810000000000002
2015-07-01,7y,7.0,3.5464
2015-07-01,8y,8.0,3.5865
2015-07-01,9y,9.0,3.6023
2015-07-01,10y,10.0,3.6127
2015-07-01,15y,15.0,3.779
2015-07-01,20y,20.0,3.9626
2015-07-01,30y,30.0,4.0628
2015-07-01,40y,40.0,4.1181
2015-07-01,50y,50.0,4.1589
