,term,term_d,rate
2013-02-22,0d,0.0,1.4046
2013-02-22,1m,0.08,2.0864
2013-02-22,2m,0.17,2.5623
2013-02-22,3m,0.25,2.6174
2013-02-22,6m,0.5,2.6393
2013-02-22,9m,0.75,2.6965
2013-02-22,1y,1.0,2.7107
2013-02-22,2y,2.0,3.0174
2013-02-22,3y,3.0,3.0828
2013-02-22,4y,4.0,3.2703
2013-02-22,5y,5.0,3.2811
2013-02-22,6y,6.0,3.4356
2013-02-22,7y,7.0,3.4747
2013-02-22,8y,8.0,3.4986
2013-02-22,9y,9.0,3.5322
2013-02-22,10y,10.0,3.5708
2013-02-22,15y,15.0,3.8465
2013-02-22,20y,20.0,4.0876
2013-02-22,30y,30.0,4.1944
2013-02-22,40y,40.0,4.2784
2013-02-22,50y,50.0,4.3463
