,term,term_d,rate
2013-10-16,0d,0.0,2.2146
2013-10-16,1m,0.08,3.7918
2013-10-16,2m,0.17,3.7684
2013-10-16,3m,0.25,3.4832
2013-10-16,6m,0.5,3.4408
2013-10-16,9m,0.75,3.4968
2013-10-16,1y,1.0,3.5169
2013-10-16,2y,2.0,3.6995
2013-10-16,3y,3.0,3.8273
2013-10-16,4y,4.0,3.9145
2013-10-16,5y,5.0,3.9284
2013-10-16,6y,6.0,4.0485
2013-10-16,7y,7.0,4.0744
2013-10-16,8y,8.0,4.0795
2013-10-16,9y,9.0,4.0932
2013-10-16,10y,10.0,4.0966
2013-10-16,15y,15.0,4.3411
2013-10-16,20y,20.0,4.5448
2013-10-16,30y,30.0,4.7343
2013-10-16,40y,40.0,4.7774
2013-10-16,50y,50.0,4.7973
