,term,term_d,rate
2011-09-22,0d,0.0,2.6005
2011-09-22,1m,0.08,2.9566
2011-09-22,2m,0.17,3.3128
2011-09-22,3m,0.25,3.515
2011-09-22,6m,0.5,3.8193
2011-09-22,9m,0.75,3.8291
2011-09-22,1y,1.0,3.8529
2011-09-22,2y,2.0,3.9152
2011-09-22,3y,3.0,3.9186
2011-09-22,4y,4.0,3.9111
2011-09-22,5y,5.0,3.9164
2011-09-22,6y,6.0,3.9771
2011-09-22,7y,7.0,3.9954
2011-09-22,8y,8.0,4.0497
2011-09-22,9y,9.0,4.0762
2011-09-22,10y,10.0,4.0676
2011-09-22,15y,15.0,4.2598
2011-09-22,20y,20.0,4.4268
2011-09-22,30y,30.0,4.4838
2011-09-22,40y,40.0,4.5841
2011-09-22,50y,50.0,4.676
