,term,term_d,rate
2012-06-29,0d,0.0,2.5454
2012-06-29,1m,0.08,2.2492
2012-06-29,2m,0.17,2.0714
2012-06-29,3m,0.25,2.0991
2012-06-29,6m,0.5,2.2184
2012-06-29,9m,0.75,2.3152
2012-06-29,1y,1.0,2.342
2012-06-29,2y,2.0,2.3509
2012-06-29,3y,3.0,2.5235
2012-06-29,4y,4.0,2.6702
2012-06-29,5y,5.0,2.9143
2012-06-29,6y,6.0,3.0791
2012-06-29,7y,7.0,3.1039
2012-06-29,8y,8.0,3.3154
2012-06-29,9y,9.0,3.3239
2012-06-29,10y,10.0,3.3253
2012-06-29,15y,15.0,3.6407
2012-06-29,20y,20.0,3.9162
2012-06-29,30y,30.0,4.0934
2012-06-29,40y,40.0,4.1598
2012-06-29,50y,50.0,4.235
