,term,term_d,rate
2011-02-23,0d,0.0,1.4697
2011-02-23,1m,0.08,2.1894
2011-02-23,2m,0.17,2.6888
2011-02-23,3m,0.25,2.7444
2011-02-23,6m,0.5,2.9477
2011-02-23,9m,0.75,3.0085
2011-02-23,1y,1.0,3.1007
2011-02-23,2y,2.0,3.2781
2011-02-23,3y,3.0,3.4325
2011-02-23,4y,4.0,3.5434
2011-02-23,5y,5.0,3.6381
2011-02-23,6y,6.0,3.8064
2011-02-23,7y,7.0,3.8299
2011-02-23,8y,8.0,3.9023
2011-02-23,9y,9.0,3.9501
2011-02-23,10y,10.0,3.9946
2011-02-23,15y,15.0,4.1523
2011-02-23,20y,20.0,4.2228
2011-02-23,30y,30.0,4.3176
2011-02-23,40y,40.0,4.3796
2011-02-23,50y,50.0,4.4452
