,term,term_d,rate
2011-12-15,0d,0.0,1.9444
2011-12-15,1m,0.08,2.3534
2011-12-15,2m,0.17,2.6075
2011-12-15,3m,0.25,2.6147
2011-12-15,6m,0.5,2.5661
2011-12-15,9m,0.75,2.6314
2011-12-15,1y,1.0,2.7198
2011-12-15,2y,2.0,2.8649
2011-12-15,3y,3.0,2.9384
2011-12-15,4y,4.0,3.0643
2011-12-15,5y,5.0,3.1085
2011-12-15,6y,6.0,3.345
2011-12-15,7y,7.0,3.3881
2011-12-15,8y,8.0,3.4731
2011-12-15,9y,9.0,3.4896
2011-12-15,10y,10.0,3.489
2011-12-15,15y,15.0,3.7416
2011-12-15,20y,20.0,3.965
2011-12-15,30y,30.0,4.0774
2011-12-15,40y,40.0,4.1699
2011-12-15,50y,50.0,4.26
