,term,term_d,rate
2014-09-25,0d,0.0,2.2537
2014-09-25,1m,0.08,3.5423
2014-09-25,2m,0.17,3.5465
2014-09-25,3m,0.25,3.6412
2014-09-25,6m,0.5,3.7606
2014-09-25,9m,0.75,3.7553
2014-09-25,1y,1.0,3.7521
2014-09-25,2y,2.0,3.8313
2014-09-25,3y,3.0,3.8613
2014-09-25,4y,4.0,3.8849
2014-09-25,5y,5.0,3.9226
2014-09-25,6y,6.0,3.9335
2014-09-25,7y,7.0,3.9918
2014-09-25,8y,8.0,3.9938
2014-09-25,9y,9.0,3.9957
2014-09-25,10y,10.0,4.0025
2014-09-25,15y,15.0,4.2195
2014-09-25,20y,20.0,4.4094
2014-09-25,30y,30.0,4.6033
2014-09-25,40y,40.0,4.6814
2014-09-25,50y,50.0,4.7256
