,term,term_d,rate
2015-06-04,0d,0.0,0.8263
2015-06-04,1m,0.08,1.829
2015-06-04,2m,0.17,1.8811
2015-06-04,3m,0.25,1.9131
2015-06-04,6m,0.5,1.9151
2015-06-04,9m,0.75,1.9259
2015-06-04,1y,1.0,1.8813
2015-06-04,2y,2.0,2.4008
2015-06-04,3y,3.0,2.8782
2015-06-04,4y,4.0,3.0962
2015-06-04,5y,5.0,3.2512
2015-06-04,6y,6.0,3.4407
2015-06-04,7y,7.0,3.5419
2015-06-04,8y,8.0,3.5734
2015-06-04,9y,9.0,3.5851
2015-06-04,10y,10.0,3.5912
2015-06-04,15y,15.0,3.7702
2015-06-04,20y,20.0,3.9373
2015-06-04,30y,30.0,4.0021
2015-06-04,40y,40.0,4.0744
2015-06-04,50y,50.0,4.1192
