,term,term_d,rate
2013-08-30,0d,0.0,2.2936
2013-08-30,1m,0.08,3.6222
2013-08-30,2m,0.17,3.6208
2013-08-30,3m,0.25,3.6066
2013-08-30,6m,0.5,3.6024
2013-08-30,9m,0.75,3.6005
2013-08-30,1y,1.0,3.6186
2013-08-30,2y,2.0,3.8008
2013-08-30,3y,3.0,3.8438
2013-08-30,4y,4.0,3.8994
2013-08-30,5y,5.0,3.9181
2013-08-30,6y,6.0,3.9879
2013-08-30,7y,7.0,3.9899
2013-08-30,8y,8.0,4.0058
2013-08-30,9y,9.0,4.0146
2013-08-30,10y,10.0,4.0354
2013-08-30,15y,15.0,4.1252
2013-08-30,20y,20.0,4.3207
2013-08-30,30y,30.0,4.351
2013-08-30,40y,40.0,4.3748
2013-08-30,50y,50.0,4.3937
