,term,term_d,rate
2014-11-05,0d,0.0,2.1117
2014-11-05,1m,0.08,3.1478
2014-11-05,2m,0.17,3.2348
2014-11-05,3m,0.25,3.252
2014-11-05,6m,0.5,3.25
2014-11-05,9m,0.75,3.2327
2014-11-05,1y,1.0,3.2463
2014-11-05,2y,2.0,3.2802
2014-11-05,3y,3.0,3.3169999999999997
2014-11-05,4y,4.0,3.3808
2014-11-05,5y,5.0,3.4563
2014-11-05,6y,6.0,3.5135
2014-11-05,7y,7.0,3.5618
2014-11-05,8y,8.0,3.5919
2014-11-05,9y,9.0,3.6015
2014-11-05,10y,10.0,3.6117
2014-11-05,15y,15.0,3.8305
2014-11-05,20y,20.0,4.0204
2014-11-05,30y,30.0,4.1107
2014-11-05,40y,40.0,4.1824
2014-11-05,50y,50.0,4.2366
