,term,term_d,rate
2014-08-29,0d,0.0,2.4347
2014-08-29,1m,0.08,3.3801
2014-08-29,2m,0.17,3.4701
2014-08-29,3m,0.25,3.5117
2014-08-29,6m,0.5,3.8722
2014-08-29,9m,0.75,3.766
2014-08-29,1y,1.0,3.8103
2014-08-29,2y,2.0,3.9032
2014-08-29,3y,3.0,3.9555
2014-08-29,4y,4.0,3.9605
2014-08-29,5y,5.0,3.9709
2014-08-29,6y,6.0,4.0531
2014-08-29,7y,7.0,4.1542
2014-08-29,8y,8.0,4.2047
2014-08-29,9y,9.0,4.2302
2014-08-29,10y,10.0,4.2361
2014-08-29,15y,15.0,4.4212
2014-08-29,20y,20.0,4.6097
2014-08-29,30y,30.0,4.761
2014-08-29,40y,40.0,4.8422
2014-08-29,50y,50.0,4.8864
