,term,term_d,rate
2011-09-29,0d,0.0,2.9684
2011-09-29,1m,0.08,3.1029
2011-09-29,2m,0.17,3.2373
2011-09-29,3m,0.25,3.4114
2011-09-29,6m,0.5,3.4817
2011-09-29,9m,0.75,3.5534
2011-09-29,1y,1.0,3.5829
2011-09-29,2y,2.0,3.6701
2011-09-29,3y,3.0,3.7417
2011-09-29,4y,4.0,3.7497
2011-09-29,5y,5.0,3.7505
2011-09-29,6y,6.0,3.8429
2011-09-29,7y,7.0,3.8525
2011-09-29,8y,8.0,3.88
2011-09-29,9y,9.0,3.8832
2011-09-29,10y,10.0,3.884
2011-09-29,15y,15.0,4.173
2011-09-29,20y,20.0,4.3476
2011-09-29,30y,30.0,4.4326
2011-09-29,40y,40.0,4.5052
2011-09-29,50y,50.0,4.5969
