,term,term_d,rate
2011-03-04,0d,0.0,1.368
2011-03-04,1m,0.08,1.9452
2011-03-04,2m,0.17,2.3929
2011-03-04,3m,0.25,2.4785
2011-03-04,6m,0.5,2.5988
2011-03-04,9m,0.75,2.7696
2011-03-04,1y,1.0,2.9508
2011-03-04,2y,2.0,3.2219
2011-03-04,3y,3.0,3.3386
2011-03-04,4y,4.0,3.4881
2011-03-04,5y,5.0,3.5806
2011-03-04,6y,6.0,3.7624
2011-03-04,7y,7.0,3.7982
2011-03-04,8y,8.0,3.8574
2011-03-04,9y,9.0,3.8986
2011-03-04,10y,10.0,3.9388
2011-03-04,15y,15.0,4.1013
2011-03-04,20y,20.0,4.1994
2011-03-04,30y,30.0,4.2998
2011-03-04,40y,40.0,4.3756
2011-03-04,50y,50.0,4.4412
