,term,term_d,rate
2013-03-14,0d,0.0,1.2117
2013-03-14,1m,0.08,2.1517
2013-03-14,2m,0.17,2.7274
2013-03-14,3m,0.25,2.7347
2013-03-14,6m,0.5,2.7399
2013-03-14,9m,0.75,2.734
2013-03-14,1y,1.0,2.7687
2013-03-14,2y,2.0,3.0554
2013-03-14,3y,3.0,3.1065
2013-03-14,4y,4.0,3.2671
2013-03-14,5y,5.0,3.2838
2013-03-14,6y,6.0,3.4515
2013-03-14,7y,7.0,3.4808
2013-03-14,8y,8.0,3.5281
2013-03-14,9y,9.0,3.563
2013-03-14,10y,10.0,3.5919
2013-03-14,15y,15.0,3.8586
2013-03-14,20y,20.0,4.1066
2013-03-14,30y,30.0,4.204
2013-03-14,40y,40.0,4.2851
2013-03-14,50y,50.0,4.3464
