,term,term_d,rate
2014-03-17,0d,0.0,0.9757
2014-03-17,1m,0.08,2.8406
2014-03-17,2m,0.17,2.918
2014-03-17,3m,0.25,2.9787
2014-03-17,6m,0.5,2.9881
2014-03-17,9m,0.75,2.7693
2014-03-17,1y,1.0,3.1133
2014-03-17,2y,2.0,3.5122
2014-03-17,3y,3.0,3.7063
2014-03-17,4y,4.0,4.121
2014-03-17,5y,5.0,4.1039
2014-03-17,6y,6.0,4.4292
2014-03-17,7y,7.0,4.3066
2014-03-17,8y,8.0,4.4217
2014-03-17,9y,9.0,4.4164
2014-03-17,10y,10.0,4.482
2014-03-17,15y,15.0,4.7179
2014-03-17,20y,20.0,4.9510000000000005
2014-03-17,30y,30.0,5.0595
2014-03-17,40y,40.0,5.1322
2014-03-17,50y,50.0,5.1864
