,term,term_d,rate
2011-04-08,0d,0.0,1.2389
2011-04-08,1m,0.08,1.9275
2011-04-08,2m,0.17,2.481
2011-04-08,3m,0.25,2.615
2011-04-08,6m,0.5,2.7217
2011-04-08,9m,0.75,2.7772
2011-04-08,1y,1.0,2.8589
2011-04-08,2y,2.0,3.1422
2011-04-08,3y,3.0,3.2434
2011-04-08,4y,4.0,3.4357
2011-04-08,5y,5.0,3.5315
2011-04-08,6y,6.0,3.6875
2011-04-08,7y,7.0,3.7244
2011-04-08,8y,8.0,3.8318
2011-04-08,9y,9.0,3.8823
2011-04-08,10y,10.0,3.9081
2011-04-08,15y,15.0,4.0449
2011-04-08,20y,20.0,4.1579
2011-04-08,30y,30.0,4.2842
2011-04-08,40y,40.0,4.3639
2011-04-08,50y,50.0,4.4296
