,term,term_d,rate
2015-12-03,0d,0.0,1.6298
2015-12-03,1m,0.08,2.2075
2015-12-03,2m,0.17,2.5252
2015-12-03,3m,0.25,2.5627
2015-12-03,6m,0.5,2.5671
2015-12-03,9m,0.75,2.5488
2015-12-03,1y,1.0,2.5506
2015-12-03,2y,2.0,2.6353
2015-12-03,3y,3.0,2.7152
2015-12-03,4y,4.0,2.7896
2015-12-03,5y,5.0,2.8656
2015-12-03,6y,6.0,2.9856
2015-12-03,7y,7.0,3.0449
2015-12-03,8y,8.0,3.0416
2015-12-03,9y,9.0,3.0353
2015-12-03,10y,10.0,3.0304
2015-12-03,15y,15.0,3.353
2015-12-03,20y,20.0,3.6757
2015-12-03,30y,30.0,3.8073
2015-12-03,40y,40.0,3.8439
2015-12-03,50y,50.0,3.8773
