,term,term_d,rate
2012-09-03,0d,0.0,0.9947
2012-09-03,1m,0.08,1.9219
2012-09-03,2m,0.17,2.4883
2012-09-03,3m,0.25,2.4995
2012-09-03,6m,0.5,2.5394
2012-09-03,9m,0.75,2.6534
2012-09-03,1y,1.0,2.6775
2012-09-03,2y,2.0,2.8523
2012-09-03,3y,3.0,2.9402
2012-09-03,4y,4.0,3.0382
2012-09-03,5y,5.0,3.0954
2012-09-03,6y,6.0,3.1986
2012-09-03,7y,7.0,3.2609
2012-09-03,8y,8.0,3.3113
2012-09-03,9y,9.0,3.3588
2012-09-03,10y,10.0,3.4001
2012-09-03,15y,15.0,3.6713
2012-09-03,20y,20.0,3.94
2012-09-03,30y,30.0,4.1606
2012-09-03,40y,40.0,4.1925
2012-09-03,50y,50.0,4.256
