,term,term_d,rate
2014-09-30,0d,0.0,2.1392
2014-09-30,1m,0.08,3.4884
2014-09-30,2m,0.17,3.5565
2014-09-30,3m,0.25,3.6612
2014-09-30,6m,0.5,3.7984
2014-09-30,9m,0.75,3.7493
2014-09-30,1y,1.0,3.7401
2014-09-30,2y,2.0,3.8117
2014-09-30,3y,3.0,3.8121
2014-09-30,4y,4.0,3.8589
2014-09-30,5y,5.0,3.9098
2014-09-30,6y,6.0,3.9192
2014-09-30,7y,7.0,3.9398
2014-09-30,8y,8.0,3.9539999999999997
2014-09-30,9y,9.0,3.9757
2014-09-30,10y,10.0,3.9824
2014-09-30,15y,15.0,4.1995
2014-09-30,20y,20.0,4.3894
2014-09-30,30y,30.0,4.6133
2014-09-30,40y,40.0,4.6914
2014-09-30,50y,50.0,4.7456
