,term,term_d,rate
2014-11-19,0d,0.0,2.0737
2014-11-19,1m,0.08,3.1364
2014-11-19,2m,0.17,3.1995
2014-11-19,3m,0.25,3.2086
2014-11-19,6m,0.5,3.2105
2014-11-19,9m,0.75,3.1906
2014-11-19,1y,1.0,3.1522
2014-11-19,2y,2.0,3.2563
2014-11-19,3y,3.0,3.3576
2014-11-19,4y,4.0,3.405
2014-11-19,5y,5.0,3.4318
2014-11-19,6y,6.0,3.5138
2014-11-19,7y,7.0,3.5807
2014-11-19,8y,8.0,3.5984
2014-11-19,9y,9.0,3.6056
2014-11-19,10y,10.0,3.6154
2014-11-19,15y,15.0,3.8338
2014-11-19,20y,20.0,4.0237
2014-11-19,30y,30.0,4.114
2014-11-19,40y,40.0,4.1868
2014-11-19,50y,50.0,4.2410000000000005
