,term,term_d,rate
2013-06-28,0d,0.0,3.4574
2013-06-28,1m,0.08,4.545
2013-06-28,2m,0.17,4.0465
2013-06-28,3m,0.25,4.0691
2013-06-28,6m,0.5,3.7712
2013-06-28,9m,0.75,3.2445
2013-06-28,1y,1.0,3.4812
2013-06-28,2y,2.0,3.2192
2013-06-28,3y,3.0,3.2033
2013-06-28,4y,4.0,3.2976
2013-06-28,5y,5.0,3.2909
2013-06-28,6y,6.0,3.3883
2013-06-28,7y,7.0,3.3852
2013-06-28,8y,8.0,3.4883
2013-06-28,9y,9.0,3.5318
2013-06-28,10y,10.0,3.5125
2013-06-28,15y,15.0,3.7499
2013-06-28,20y,20.0,3.9861
2013-06-28,30y,30.0,4.1281
2013-06-28,40y,40.0,4.2067
2013-06-28,50y,50.0,4.2568
