,term,term_d,rate
2014-07-11,0d,0.0,2.4117
2014-07-11,1m,0.08,2.9233
2014-07-11,2m,0.17,3.1532
2014-07-11,3m,0.25,3.1783
2014-07-11,6m,0.5,3.2172
2014-07-11,9m,0.75,3.3777
2014-07-11,1y,1.0,3.5115
2014-07-11,2y,2.0,3.687
2014-07-11,3y,3.0,3.8631
2014-07-11,4y,4.0,3.9202
2014-07-11,5y,5.0,3.9578
2014-07-11,6y,6.0,3.99
2014-07-11,7y,7.0,4.0811
2014-07-11,8y,8.0,4.0968
2014-07-11,9y,9.0,4.1061
2014-07-11,10y,10.0,4.1198
2014-07-11,15y,15.0,4.3114
2014-07-11,20y,20.0,4.4934
2014-07-11,30y,30.0,4.6383
2014-07-11,40y,40.0,4.7359
2014-07-11,50y,50.0,4.7801
