,term,term_d,rate
2011-08-17,0d,0.0,2.0955
2011-08-17,1m,0.08,2.5496
2011-08-17,2m,0.17,3.0037
2011-08-17,3m,0.25,3.2142
2011-08-17,6m,0.5,3.5060000000000002
2011-08-17,9m,0.75,3.5477
2011-08-17,1y,1.0,3.6257
2011-08-17,2y,2.0,3.6296
2011-08-17,3y,3.0,3.6573
2011-08-17,4y,4.0,3.7437
2011-08-17,5y,5.0,3.8229
2011-08-17,6y,6.0,3.8641
2011-08-17,7y,7.0,3.8928
2011-08-17,8y,8.0,3.9228
2011-08-17,9y,9.0,3.9409
2011-08-17,10y,10.0,3.9432
2011-08-17,15y,15.0,4.1842
2011-08-17,20y,20.0,4.3899
2011-08-17,30y,30.0,4.5081
2011-08-17,40y,40.0,4.6197
2011-08-17,50y,50.0,4.6951
