,term,term_d,rate
2012-07-12,0d,0.0,1.3336
2012-07-12,1m,0.08,1.5921
2012-07-12,2m,0.17,1.8506
2012-07-12,3m,0.25,1.9699
2012-07-12,6m,0.5,2.1221
2012-07-12,9m,0.75,2.1641
2012-07-12,1y,1.0,2.2287
2012-07-12,2y,2.0,2.235
2012-07-12,3y,3.0,2.4204
2012-07-12,4y,4.0,2.5723
2012-07-12,5y,5.0,2.7656
2012-07-12,6y,6.0,2.9799
2012-07-12,7y,7.0,3.0152
2012-07-12,8y,8.0,3.2128
2012-07-12,9y,9.0,3.2438
2012-07-12,10y,10.0,3.2502
2012-07-12,15y,15.0,3.5893
2012-07-12,20y,20.0,3.8930000000000002
2012-07-12,30y,30.0,4.0918
2012-07-12,40y,40.0,4.1567
2012-07-12,50y,50.0,4.2325
