,term,term_d,rate
2011-04-13,0d,0.0,1.2087
2011-04-13,1m,0.08,1.9597
2011-04-13,2m,0.17,2.4991
2011-04-13,3m,0.25,2.5758
2011-04-13,6m,0.5,2.7
2011-04-13,9m,0.75,2.7744
2011-04-13,1y,1.0,2.8144
2011-04-13,2y,2.0,3.1046
2011-04-13,3y,3.0,3.2049
2011-04-13,4y,4.0,3.3726
2011-04-13,5y,5.0,3.432
2011-04-13,6y,6.0,3.6430000000000002
2011-04-13,7y,7.0,3.6675
2011-04-13,8y,8.0,3.7793
2011-04-13,9y,9.0,3.835
2011-04-13,10y,10.0,3.8703
2011-04-13,15y,15.0,4.0594
2011-04-13,20y,20.0,4.1725
2011-04-13,30y,30.0,4.306
2011-04-13,40y,40.0,4.378
2011-04-13,50y,50.0,4.4435
