,term,term_d,rate
2011-10-19,0d,0.0,2.1736
2011-10-19,1m,0.08,2.6493
2011-10-19,2m,0.17,3.0188
2011-10-19,3m,0.25,3.0898
2011-10-19,6m,0.5,3.0983
2011-10-19,9m,0.75,3.1286
2011-10-19,1y,1.0,3.1411
2011-10-19,2y,2.0,3.3921
2011-10-19,3y,3.0,3.5013
2011-10-19,4y,4.0,3.5454
2011-10-19,5y,5.0,3.6025
2011-10-19,6y,6.0,3.67
2011-10-19,7y,7.0,3.6755
2011-10-19,8y,8.0,3.7201
2011-10-19,9y,9.0,3.7285
2011-10-19,10y,10.0,3.7311
2011-10-19,15y,15.0,4.0432
2011-10-19,20y,20.0,4.1993
2011-10-19,30y,30.0,4.2879
2011-10-19,40y,40.0,4.4019
2011-10-19,50y,50.0,4.4936
