,term,term_d,rate
2014-07-01,0d,0.0,2.1437
2014-07-01,1m,0.08,3.3813
2014-07-01,2m,0.17,3.1653
2014-07-01,3m,0.25,3.1716
2014-07-01,6m,0.5,3.1871
2014-07-01,9m,0.75,3.1996
2014-07-01,1y,1.0,3.405
2014-07-01,2y,2.0,3.6268
2014-07-01,3y,3.0,3.8068
2014-07-01,4y,4.0,3.8459
2014-07-01,5y,5.0,3.8528
2014-07-01,6y,6.0,3.9064
2014-07-01,7y,7.0,4.0213
2014-07-01,8y,8.0,4.0489
2014-07-01,9y,9.0,4.0791
2014-07-01,10y,10.0,4.0812
2014-07-01,15y,15.0,4.2742
2014-07-01,20y,20.0,4.4562
2014-07-01,30y,30.0,4.6011
2014-07-01,40y,40.0,4.6987
2014-07-01,50y,50.0,4.7429
