,term,term_d,rate
2012-11-15,0d,0.0,1.8421
2012-11-15,1m,0.08,2.5178
2012-11-15,2m,0.17,2.8674
2012-11-15,3m,0.25,2.8576
2012-11-15,6m,0.5,2.8106
2012-11-15,9m,0.75,2.8239
2012-11-15,1y,1.0,2.9152
2012-11-15,2y,2.0,3.0297
2012-11-15,3y,3.0,3.045
2012-11-15,4y,4.0,3.1437
2012-11-15,5y,5.0,3.1686
2012-11-15,6y,6.0,3.3353
2012-11-15,7y,7.0,3.4353
2012-11-15,8y,8.0,3.483
2012-11-15,9y,9.0,3.5118
2012-11-15,10y,10.0,3.5279
2012-11-15,15y,15.0,3.8273
2012-11-15,20y,20.0,4.0873
2012-11-15,30y,30.0,4.1893
2012-11-15,40y,40.0,4.2727
2012-11-15,50y,50.0,4.3207
