,term,term_d,rate
2014-03-26,0d,0.0,1.6267
2014-03-26,1m,0.08,3.3287
2014-03-26,2m,0.17,3.1118
2014-03-26,3m,0.25,2.9571
2014-03-26,6m,0.5,2.8667
2014-03-26,9m,0.75,2.8293
2014-03-26,1y,1.0,3.1033
2014-03-26,2y,2.0,3.4125
2014-03-26,3y,3.0,3.8143
2014-03-26,4y,4.0,4.1781
2014-03-26,5y,5.0,4.1467
2014-03-26,6y,6.0,4.4718
2014-03-26,7y,7.0,4.3338
2014-03-26,8y,8.0,4.4131
2014-03-26,9y,9.0,4.4656
2014-03-26,10y,10.0,4.4992
2014-03-26,15y,15.0,4.747
2014-03-26,20y,20.0,4.9725
2014-03-26,30y,30.0,5.0723
2014-03-26,40y,40.0,5.1554
2014-03-26,50y,50.0,5.2096
