,term,term_d,rate
2011-05-11,0d,0.0,1.5608
2011-05-11,1m,0.08,2.1465
2011-05-11,2m,0.17,2.5554
2011-05-11,3m,0.25,2.6027
2011-05-11,6m,0.5,2.7394
2011-05-11,9m,0.75,2.8072
2011-05-11,1y,1.0,2.8758
2011-05-11,2y,2.0,3.1049
2011-05-11,3y,3.0,3.2726
2011-05-11,4y,4.0,3.3707
2011-05-11,5y,5.0,3.424
2011-05-11,6y,6.0,3.6026
2011-05-11,7y,7.0,3.6275
2011-05-11,8y,8.0,3.7464
2011-05-11,9y,9.0,3.8024
2011-05-11,10y,10.0,3.8334
2011-05-11,15y,15.0,4.0251
2011-05-11,20y,20.0,4.1306
2011-05-11,30y,30.0,4.2679
2011-05-11,40y,40.0,4.3471
2011-05-11,50y,50.0,4.4110000000000005
