,term,term_d,rate
2013-03-13,0d,0.0,1.2267
2013-03-13,1m,0.08,2.1537
2013-03-13,2m,0.17,2.7235
2013-03-13,3m,0.25,2.7347
2013-03-13,6m,0.5,2.7389
2013-03-13,9m,0.75,2.7395
2013-03-13,1y,1.0,2.7659
2013-03-13,2y,2.0,3.0526
2013-03-13,3y,3.0,3.0984
2013-03-13,4y,4.0,3.2621
2013-03-13,5y,5.0,3.2791
2013-03-13,6y,6.0,3.4512
2013-03-13,7y,7.0,3.4778
2013-03-13,8y,8.0,3.5241
2013-03-13,9y,9.0,3.5594
2013-03-13,10y,10.0,3.5898
2013-03-13,15y,15.0,3.8575
2013-03-13,20y,20.0,4.1055
2013-03-13,30y,30.0,4.2035
2013-03-13,40y,40.0,4.2846
2013-03-13,50y,50.0,4.3462
