,term,term_d,rate
2014-08-18,0d,0.0,2.2547
2014-08-18,1m,0.08,3.5041
2014-08-18,2m,0.17,3.4727
2014-08-18,3m,0.25,3.5109
2014-08-18,6m,0.5,3.7524
2014-08-18,9m,0.75,3.7497
2014-08-18,1y,1.0,3.7474
2014-08-18,2y,2.0,3.8944
2014-08-18,3y,3.0,3.9274
2014-08-18,4y,4.0,3.9323
2014-08-18,5y,5.0,3.9465
2014-08-18,6y,6.0,4.0398
2014-08-18,7y,7.0,4.1632
2014-08-18,8y,8.0,4.1981
2014-08-18,9y,9.0,4.2149
2014-08-18,10y,10.0,4.2153
2014-08-18,15y,15.0,4.3974
2014-08-18,20y,20.0,4.579
2014-08-18,30y,30.0,4.7611
2014-08-18,40y,40.0,4.8413
2014-08-18,50y,50.0,4.8855
