,term,term_d,rate
2011-12-29,0d,0.0,2.3236
2011-12-29,1m,0.08,2.5622
2011-12-29,2m,0.17,2.7259
2011-12-29,3m,0.25,2.7395
2011-12-29,6m,0.5,2.6605
2011-12-29,9m,0.75,2.6489
2011-12-29,1y,1.0,2.7369
2011-12-29,2y,2.0,2.8431
2011-12-29,3y,3.0,2.8993
2011-12-29,4y,4.0,3.0289
2011-12-29,5y,5.0,3.0743
2011-12-29,6y,6.0,3.3371
2011-12-29,7y,7.0,3.3441
2011-12-29,8y,8.0,3.4391
2011-12-29,9y,9.0,3.4443
2011-12-29,10y,10.0,3.4453
2011-12-29,15y,15.0,3.7077
2011-12-29,20y,20.0,3.9301
2011-12-29,30y,30.0,4.0704
2011-12-29,40y,40.0,4.1568
2011-12-29,50y,50.0,4.2511
