,term,term_d,rate
2011-01-21,0d,0.0,2.7766
2011-01-21,1m,0.08,3.1899
2011-01-21,2m,0.17,3.4392
2011-01-21,3m,0.25,3.2926
2011-01-21,6m,0.5,3.0749
2011-01-21,9m,0.75,3.0814
2011-01-21,1y,1.0,3.0866
2011-01-21,2y,2.0,3.2141
2011-01-21,3y,3.0,3.384
2011-01-21,4y,4.0,3.5055
2011-01-21,5y,5.0,3.6297
2011-01-21,6y,6.0,3.7710000000000004
2011-01-21,7y,7.0,3.8198
2011-01-21,8y,8.0,3.8601
2011-01-21,9y,9.0,3.9186
2011-01-21,10y,10.0,3.9837
2011-01-21,15y,15.0,4.144
2011-01-21,20y,20.0,4.2234
2011-01-21,30y,30.0,4.3182
2011-01-21,40y,40.0,4.3704
2011-01-21,50y,50.0,4.435
