,term,term_d,rate
2012-03-28,0d,0.0,1.9342
2012-03-28,1m,0.08,2.4897
2012-03-28,2m,0.17,2.823
2012-03-28,3m,0.25,2.8034
2012-03-28,6m,0.5,2.8228
2012-03-28,9m,0.75,2.8539
2012-03-28,1y,1.0,2.8485
2012-03-28,2y,2.0,2.9130000000000003
2012-03-28,3y,3.0,2.9631
2012-03-28,4y,4.0,3.1184
2012-03-28,5y,5.0,3.1521
2012-03-28,6y,6.0,3.3569
2012-03-28,7y,7.0,3.4242
2012-03-28,8y,8.0,3.5163
2012-03-28,9y,9.0,3.5197
2012-03-28,10y,10.0,3.5223
2012-03-28,15y,15.0,3.7746
2012-03-28,20y,20.0,4.0427
2012-03-28,30y,30.0,4.1421
2012-03-28,40y,40.0,4.2132
2012-03-28,50y,50.0,4.3081
