,term,term_d,rate
2012-05-17,0d,0.0,1.0494
2012-05-17,1m,0.08,1.9036
2012-05-17,2m,0.17,2.362
2012-05-17,3m,0.25,2.3713
2012-05-17,6m,0.5,2.3437
2012-05-17,9m,0.75,2.294
2012-05-17,1y,1.0,2.4267
2012-05-17,2y,2.0,2.5527
2012-05-17,3y,3.0,2.6848
2012-05-17,4y,4.0,2.7442
2012-05-17,5y,5.0,2.8909
2012-05-17,6y,6.0,3.2042
2012-05-17,7y,7.0,3.2366
2012-05-17,8y,8.0,3.3727
2012-05-17,9y,9.0,3.4042
2012-05-17,10y,10.0,3.4116
2012-05-17,15y,15.0,3.7004
2012-05-17,20y,20.0,3.9758
2012-05-17,30y,30.0,4.13
2012-05-17,40y,40.0,4.1996
2012-05-17,50y,50.0,4.2636
