,term,term_d,rate
2014-10-09,0d,0.0,2.169
2014-10-09,1m,0.08,3.5551
2014-10-09,2m,0.17,3.6034
2014-10-09,3m,0.25,3.6892
2014-10-09,6m,0.5,3.7684
2014-10-09,9m,0.75,3.7395
2014-10-09,1y,1.0,3.7409
2014-10-09,2y,2.0,3.8202
2014-10-09,3y,3.0,3.8205
2014-10-09,4y,4.0,3.8656
2014-10-09,5y,5.0,3.9146
2014-10-09,6y,6.0,3.9417
2014-10-09,7y,7.0,3.9914
2014-10-09,8y,8.0,3.9954
2014-10-09,9y,9.0,4.0
2014-10-09,10y,10.0,4.0014
2014-10-09,15y,15.0,4.2197
2014-10-09,20y,20.0,4.4096
2014-10-09,30y,30.0,4.6335
2014-10-09,40y,40.0,4.7116
2014-10-09,50y,50.0,4.7658
