,term,term_d,rate
2013-10-18,0d,0.0,2.1607
2013-10-18,1m,0.08,3.6984
2013-10-18,2m,0.17,3.6984
2013-10-18,3m,0.25,3.4621
2013-10-18,6m,0.5,3.4364
2013-10-18,9m,0.75,3.4941
2013-10-18,1y,1.0,3.5469
2013-10-18,2y,2.0,3.7571
2013-10-18,3y,3.0,3.8503
2013-10-18,4y,4.0,3.9106
2013-10-18,5y,5.0,3.9446
2013-10-18,6y,6.0,4.0795
2013-10-18,7y,7.0,4.0943
2013-10-18,8y,8.0,4.109
2013-10-18,9y,9.0,4.1048
2013-10-18,10y,10.0,4.1055
2013-10-18,15y,15.0,4.3411
2013-10-18,20y,20.0,4.5448
2013-10-18,30y,30.0,4.7343
2013-10-18,40y,40.0,4.7774
2013-10-18,50y,50.0,4.8073
