,term,term_d,rate
2014-06-17,0d,0.0,1.7267
2014-06-17,1m,0.08,2.8122
2014-06-17,2m,0.17,2.9092
2014-06-17,3m,0.25,2.9636
2014-06-17,6m,0.5,3.0958
2014-06-17,9m,0.75,3.1361
2014-06-17,1y,1.0,3.3498
2014-06-17,2y,2.0,3.5936
2014-06-17,3y,3.0,3.7372
2014-06-17,4y,4.0,3.7983
2014-06-17,5y,5.0,3.8359
2014-06-17,6y,6.0,3.8821
2014-06-17,7y,7.0,3.9648
2014-06-17,8y,8.0,4.0026
2014-06-17,9y,9.0,4.0516
2014-06-17,10y,10.0,4.053999999999999
2014-06-17,15y,15.0,4.2366
2014-06-17,20y,20.0,4.4286
2014-06-17,30y,30.0,4.5735
2014-06-17,40y,40.0,4.6711
2014-06-17,50y,50.0,4.7153
