,term,term_d,rate
2012-12-10,0d,0.0,1.8137
2012-12-10,1m,0.08,2.4425
2012-12-10,2m,0.17,2.8427
2012-12-10,3m,0.25,2.8714
2012-12-10,6m,0.5,2.8715
2012-12-10,9m,0.75,2.8816
2012-12-10,1y,1.0,2.8975
2012-12-10,2y,2.0,3.1339
2012-12-10,3y,3.0,3.1651
2012-12-10,4y,4.0,3.2030000000000003
2012-12-10,5y,5.0,3.3080000000000003
2012-12-10,6y,6.0,3.3916
2012-12-10,7y,7.0,3.472
2012-12-10,8y,8.0,3.5154
2012-12-10,9y,9.0,3.5512
2012-12-10,10y,10.0,3.5707
2012-12-10,15y,15.0,3.8544
2012-12-10,20y,20.0,4.1022
2012-12-10,30y,30.0,4.2018
2012-12-10,40y,40.0,4.2873
2012-12-10,50y,50.0,4.3536
