,term,term_d,rate
2011-01-17,0d,0.0,1.4428
2011-01-17,1m,0.08,2.2424
2011-01-17,2m,0.17,2.74
2011-01-17,3m,0.25,2.753
2011-01-17,6m,0.5,2.8207
2011-01-17,9m,0.75,2.861
2011-01-17,1y,1.0,2.8857
2011-01-17,2y,2.0,3.1376
2011-01-17,3y,3.0,3.3237
2011-01-17,4y,4.0,3.4415
2011-01-17,5y,5.0,3.5334
2011-01-17,6y,6.0,3.7092
2011-01-17,7y,7.0,3.7655
2011-01-17,8y,8.0,3.8177
2011-01-17,9y,9.0,3.8903
2011-01-17,10y,10.0,3.9651
2011-01-17,15y,15.0,4.1235
2011-01-17,20y,20.0,4.2061
2011-01-17,30y,30.0,4.3009
2011-01-17,40y,40.0,4.3529
2011-01-17,50y,50.0,4.4178
