,term,term_d,rate
2013-09-27,0d,0.0,2.3073
2013-09-27,1m,0.08,4.0028
2013-09-27,2m,0.17,3.7636
2013-09-27,3m,0.25,3.6037
2013-09-27,6m,0.5,3.3987
2013-09-27,9m,0.75,3.4236
2013-09-27,1y,1.0,3.5501
2013-09-27,2y,2.0,3.7763
2013-09-27,3y,3.0,3.7964
2013-09-27,4y,4.0,3.8367
2013-09-27,5y,5.0,3.8806
2013-09-27,6y,6.0,3.9994
2013-09-27,7y,7.0,3.9999
2013-09-27,8y,8.0,4.004
2013-09-27,9y,9.0,4.0094
2013-09-27,10y,10.0,4.0002
2013-09-27,15y,15.0,4.2718
2013-09-27,20y,20.0,4.4855
2013-09-27,30y,30.0,4.7002
2013-09-27,40y,40.0,4.7229
2013-09-27,50y,50.0,4.7378
