,term,term_d,rate
2014-10-27,0d,0.0,2.1419
2014-10-27,1m,0.08,3.3169999999999997
2014-10-27,2m,0.17,3.3691
2014-10-27,3m,0.25,3.4833
2014-10-27,6m,0.5,3.4853
2014-10-27,9m,0.75,3.4704
2014-10-27,1y,1.0,3.4516
2014-10-27,2y,2.0,3.4896
2014-10-27,3y,3.0,3.5248
2014-10-27,4y,4.0,3.5565
2014-10-27,5y,5.0,3.5868
2014-10-27,6y,6.0,3.6696
2014-10-27,7y,7.0,3.7542
2014-10-27,8y,8.0,3.7666
2014-10-27,9y,9.0,3.7725
2014-10-27,10y,10.0,3.7756
2014-10-27,15y,15.0,3.9946
2014-10-27,20y,20.0,4.1845
2014-10-27,30y,30.0,4.2782
2014-10-27,40y,40.0,4.4133
2014-10-27,50y,50.0,4.4675
