,term,term_d,rate
2011-01-31,0d,0.0,3.6311
2011-01-31,1m,0.08,3.4205
2011-01-31,2m,0.17,3.2934
2011-01-31,3m,0.25,3.2969999999999997
2011-01-31,6m,0.5,3.15
2011-01-31,9m,0.75,3.15
2011-01-31,1y,1.0,3.1527
2011-01-31,2y,2.0,3.2628
2011-01-31,3y,3.0,3.3612
2011-01-31,4y,4.0,3.4956
2011-01-31,5y,5.0,3.6087
2011-01-31,6y,6.0,3.8093
2011-01-31,7y,7.0,3.8310000000000004
2011-01-31,8y,8.0,3.8757
2011-01-31,9y,9.0,3.9406
2011-01-31,10y,10.0,4.0187
2011-01-31,15y,15.0,4.1713
2011-01-31,20y,20.0,4.2416
2011-01-31,30y,30.0,4.3364
2011-01-31,40y,40.0,4.3886
2011-01-31,50y,50.0,4.4532
