,term,term_d,rate
2011-07-21,0d,0.0,4.508
2011-07-21,1m,0.08,3.7574
2011-07-21,2m,0.17,3.307
2011-07-21,3m,0.25,3.4488
2011-07-21,6m,0.5,3.6
2011-07-21,9m,0.75,3.7633
2011-07-21,1y,1.0,3.8242
2011-07-21,2y,2.0,3.6993
2011-07-21,3y,3.0,3.7291
2011-07-21,4y,4.0,3.7748
2011-07-21,5y,5.0,3.8153
2011-07-21,6y,6.0,3.9130000000000003
2011-07-21,7y,7.0,4.0012
2011-07-21,8y,8.0,4.059
2011-07-21,9y,9.0,4.0848
2011-07-21,10y,10.0,4.0889
2011-07-21,15y,15.0,4.2372
2011-07-21,20y,20.0,4.4097
2011-07-21,30y,30.0,4.5531
2011-07-21,40y,40.0,4.6395
2011-07-21,50y,50.0,4.6996
