,term,term_d,rate
2014-07-18,0d,0.0,2.3717
2014-07-18,1m,0.08,3.3803
2014-07-18,2m,0.17,3.3576
2014-07-18,3m,0.25,3.3792
2014-07-18,6m,0.5,3.4769
2014-07-18,9m,0.75,3.7091
2014-07-18,1y,1.0,3.8653
2014-07-18,2y,2.0,3.9681
2014-07-18,3y,3.0,3.9768
2014-07-18,4y,4.0,4.0346
2014-07-18,5y,5.0,4.0767
2014-07-18,6y,6.0,4.129
2014-07-18,7y,7.0,4.2281
2014-07-18,8y,8.0,4.2546
2014-07-18,9y,9.0,4.2761
2014-07-18,10y,10.0,4.3019
2014-07-18,15y,15.0,4.4839
2014-07-18,20y,20.0,4.6659
2014-07-18,30y,30.0,4.8108
2014-07-18,40y,40.0,4.9084
2014-07-18,50y,50.0,4.9526
