,term,term_d,rate
2013-01-23,0d,0.0,1.1456
2013-01-23,1m,0.08,2.0779
2013-01-23,2m,0.17,2.6098
2013-01-23,3m,0.25,2.6664
2013-01-23,6m,0.5,2.6662
2013-01-23,9m,0.75,2.7197
2013-01-23,1y,1.0,2.8373
2013-01-23,2y,2.0,3.0372
2013-01-23,3y,3.0,3.0968
2013-01-23,4y,4.0,3.1998
2013-01-23,5y,5.0,3.2293
2013-01-23,6y,6.0,3.4236
2013-01-23,7y,7.0,3.4627
2013-01-23,8y,8.0,3.5055
2013-01-23,9y,9.0,3.5383
2013-01-23,10y,10.0,3.5682
2013-01-23,15y,15.0,3.8472
2013-01-23,20y,20.0,4.0902
2013-01-23,30y,30.0,4.2009
2013-01-23,40y,40.0,4.2878
2013-01-23,50y,50.0,4.3524
