,term,term_d,rate
2013-06-18,0d,0.0,4.1124
2013-06-18,1m,0.08,4.4545
2013-06-18,2m,0.17,3.7703
2013-06-18,3m,0.25,3.2111
2013-06-18,6m,0.5,3.2439999999999998
2013-06-18,9m,0.75,3.3291
2013-06-18,1y,1.0,3.1509
2013-06-18,2y,2.0,3.25
2013-06-18,3y,3.0,3.2599
2013-06-18,4y,4.0,3.2843
2013-06-18,5y,5.0,3.3015
2013-06-18,6y,6.0,3.4299
2013-06-18,7y,7.0,3.4305
2013-06-18,8y,8.0,3.4433
2013-06-18,9y,9.0,3.4803
2013-06-18,10y,10.0,3.4818
2013-06-18,15y,15.0,3.7315
2013-06-18,20y,20.0,3.9776
2013-06-18,30y,30.0,4.1239
2013-06-18,40y,40.0,4.2025
2013-06-18,50y,50.0,4.2547
