,term,term_d,rate
2011-05-26,0d,0.0,3.1243
2011-05-26,1m,0.08,3.0999
2011-05-26,2m,0.17,3.0755
2011-05-26,3m,0.25,2.9047
2011-05-26,6m,0.5,2.9853
2011-05-26,9m,0.75,3.0216
2011-05-26,1y,1.0,3.0589
2011-05-26,2y,2.0,3.1860000000000004
2011-05-26,3y,3.0,3.2884
2011-05-26,4y,4.0,3.33
2011-05-26,5y,5.0,3.3846
2011-05-26,6y,6.0,3.6164
2011-05-26,7y,7.0,3.6374
2011-05-26,8y,8.0,3.7713
2011-05-26,9y,9.0,3.8174
2011-05-26,10y,10.0,3.8352
2011-05-26,15y,15.0,4.0373
2011-05-26,20y,20.0,4.1583
2011-05-26,30y,30.0,4.3113
2011-05-26,40y,40.0,4.4067
2011-05-26,50y,50.0,4.4756
