,term,term_d,rate
2015-07-20,0d,0.0,0.9834
2015-07-20,1m,0.08,2.0548
2015-07-20,2m,0.17,2.1957
2015-07-20,3m,0.25,2.3387
2015-07-20,6m,0.5,2.4238
2015-07-20,9m,0.75,2.4131
2015-07-20,1y,1.0,2.4583
2015-07-20,2y,2.0,2.6548
2015-07-20,3y,3.0,2.8503
2015-07-20,4y,4.0,3.0106
2015-07-20,5y,5.0,3.1573
2015-07-20,6y,6.0,3.3429
2015-07-20,7y,7.0,3.4623
2015-07-20,8y,8.0,3.4884
2015-07-20,9y,9.0,3.4967
2015-07-20,10y,10.0,3.5009
2015-07-20,15y,15.0,3.6923
2015-07-20,20y,20.0,3.7842
2015-07-20,30y,30.0,3.9479
2015-07-20,40y,40.0,4.0033
2015-07-20,50y,50.0,4.0441
