,term,term_d,rate
2012-11-28,0d,0.0,1.8797
2012-11-28,1m,0.08,2.4005
2012-11-28,2m,0.17,2.826
2012-11-28,3m,0.25,2.8453
2012-11-28,6m,0.5,2.8371
2012-11-28,9m,0.75,2.8359
2012-11-28,1y,1.0,2.8315
2012-11-28,2y,2.0,3.0177
2012-11-28,3y,3.0,3.0186
2012-11-28,4y,4.0,3.1419
2012-11-28,5y,5.0,3.2313
2012-11-28,6y,6.0,3.3516
2012-11-28,7y,7.0,3.455
2012-11-28,8y,8.0,3.4728
2012-11-28,9y,9.0,3.5087
2012-11-28,10y,10.0,3.5535
2012-11-28,15y,15.0,3.8431
2012-11-28,20y,20.0,4.0893
2012-11-28,30y,30.0,4.1923
2012-11-28,40y,40.0,4.2778
2012-11-28,50y,50.0,4.3409
