,term,term_d,rate
2014-07-14,0d,0.0,2.3817
2014-07-14,1m,0.08,2.9933
2014-07-14,2m,0.17,3.1532
2014-07-14,3m,0.25,3.1683
2014-07-14,6m,0.5,3.2472
2014-07-14,9m,0.75,3.3477
2014-07-14,1y,1.0,3.5196
2014-07-14,2y,2.0,3.6895
2014-07-14,3y,3.0,3.8821
2014-07-14,4y,4.0,3.9314
2014-07-14,5y,5.0,3.9623
2014-07-14,6y,6.0,4.0004
2014-07-14,7y,7.0,4.09
2014-07-14,8y,8.0,4.1046
2014-07-14,9y,9.0,4.1061
2014-07-14,10y,10.0,4.1298
2014-07-14,15y,15.0,4.3114
2014-07-14,20y,20.0,4.4934
2014-07-14,30y,30.0,4.6383
2014-07-14,40y,40.0,4.7359
2014-07-14,50y,50.0,4.7801
