,term,term_d,rate
2013-10-17,0d,0.0,2.1976
2013-10-17,1m,0.08,3.7848
2013-10-17,2m,0.17,3.7484
2013-10-17,3m,0.25,3.4682
2013-10-17,6m,0.5,3.4408
2013-10-17,9m,0.75,3.49
2013-10-17,1y,1.0,3.5469
2013-10-17,2y,2.0,3.7071
2013-10-17,3y,3.0,3.8266
2013-10-17,4y,4.0,3.878
2013-10-17,5y,5.0,3.9335
2013-10-17,6y,6.0,4.0685
2013-10-17,7y,7.0,4.0943
2013-10-17,8y,8.0,4.0995
2013-10-17,9y,9.0,4.0996
2013-10-17,10y,10.0,4.0966
2013-10-17,15y,15.0,4.3411
2013-10-17,20y,20.0,4.5448
2013-10-17,30y,30.0,4.7343
2013-10-17,40y,40.0,4.7774
2013-10-17,50y,50.0,4.8023
