,term,term_d,rate
2013-01-30,0d,0.0,1.3046
2013-01-30,1m,0.08,2.0967
2013-01-30,2m,0.17,2.6432
2013-01-30,3m,0.25,2.7028
2013-01-30,6m,0.5,2.7427
2013-01-30,9m,0.75,2.7484
2013-01-30,1y,1.0,2.8091
2013-01-30,2y,2.0,3.0634
2013-01-30,3y,3.0,3.1274
2013-01-30,4y,4.0,3.2385
2013-01-30,5y,5.0,3.2695
2013-01-30,6y,6.0,3.4443
2013-01-30,7y,7.0,3.498
2013-01-30,8y,8.0,3.5260000000000002
2013-01-30,9y,9.0,3.5635
2013-01-30,10y,10.0,3.6053
2013-01-30,15y,15.0,3.8721
2013-01-30,20y,20.0,4.1132
2013-01-30,30y,30.0,4.209
2013-01-30,40y,40.0,4.2958
2013-01-30,50y,50.0,4.3565
