,term,term_d,rate
2011-05-10,0d,0.0,1.5702
2011-05-10,1m,0.08,2.1157
2011-05-10,2m,0.17,2.5466
2011-05-10,3m,0.25,2.6172
2011-05-10,6m,0.5,2.7378
2011-05-10,9m,0.75,2.7727
2011-05-10,1y,1.0,2.8567
2011-05-10,2y,2.0,3.1029
2011-05-10,3y,3.0,3.2773
2011-05-10,4y,4.0,3.3598
2011-05-10,5y,5.0,3.4323
2011-05-10,6y,6.0,3.6226
2011-05-10,7y,7.0,3.6464
2011-05-10,8y,8.0,3.7564
2011-05-10,9y,9.0,3.8065
2011-05-10,10y,10.0,3.8326
2011-05-10,15y,15.0,4.0251
2011-05-10,20y,20.0,4.1291
2011-05-10,30y,30.0,4.2686
2011-05-10,40y,40.0,4.3469999999999995
2011-05-10,50y,50.0,4.4109
