,term,term_d,rate
2011-05-23,0d,0.0,2.7710000000000004
2011-05-23,1m,0.08,2.8284
2011-05-23,2m,0.17,2.858
2011-05-23,3m,0.25,2.8606
2011-05-23,6m,0.5,2.952
2011-05-23,9m,0.75,2.9945
2011-05-23,1y,1.0,3.0466
2011-05-23,2y,2.0,3.1748
2011-05-23,3y,3.0,3.3059
2011-05-23,4y,4.0,3.37
2011-05-23,5y,5.0,3.428
2011-05-23,6y,6.0,3.6164
2011-05-23,7y,7.0,3.6401
2011-05-23,8y,8.0,3.7576
2011-05-23,9y,9.0,3.833
2011-05-23,10y,10.0,3.84
2011-05-23,15y,15.0,4.0398
2011-05-23,20y,20.0,4.1608
2011-05-23,30y,30.0,4.2907
2011-05-23,40y,40.0,4.3611
2011-05-23,50y,50.0,4.425
