,term,term_d,rate
2014-04-21,0d,0.0,1.1567
2014-04-21,1m,0.08,2.5617
2014-04-21,2m,0.17,2.8337
2014-04-21,3m,0.25,2.9704
2014-04-21,6m,0.5,3.1599
2014-04-21,9m,0.75,3.4343
2014-04-21,1y,1.0,3.6059
2014-04-21,2y,2.0,3.7008
2014-04-21,3y,3.0,3.9246
2014-04-21,4y,4.0,4.1212
2014-04-21,5y,5.0,4.0843
2014-04-21,6y,6.0,4.3931
2014-04-21,7y,7.0,4.2404
2014-04-21,8y,8.0,4.3346
2014-04-21,9y,9.0,4.412
2014-04-21,10y,10.0,4.2997
2014-04-21,15y,15.0,4.5358
2014-04-21,20y,20.0,4.7678
2014-04-21,30y,30.0,4.8656
2014-04-21,40y,40.0,4.9507
2014-04-21,50y,50.0,5.0022
